cerberusredwasp-22,ORG:NIH/NIEHS
cerberusredwasp-23,ORG:NIH/NIEHS
cerberustickbug-6,ORG:NIH/NICHD
cerberusantmoth-002-1,ORG:NIH/CIT
cerberusflyfly-4,ORG:NIH/NEI
cerberusflyfly-20,ORG:NIH/NEI
cerberusflyfly-21,ORG:NIH/NEI
cerberusflyfly-13,ORG:NIH/NEI
cerberusodonata-30,ORG:NIH/NIMH
cerberusdanio-26,ORG:NIH:NCIFCRF
cerberusdanio-29,ORG:NIH:NCIFCRF
cerberusdanio-8,ORG:NIH:NCIFCRF
cerberusdanio-12,ORG:NIH:NCIFCRF
cerberusdanio-11,ORG:NIH:NCIFCRF
cerberusdanio-44,ORG:NIH:NCIFCRF
cerberustetra-10,"ORG:NIH/NHGRI,nguyenan"
